System,teff,teffuerr,tefflerr,Pflag,lambdadeg,lambdadeguerr,lambdadeglerr,psi,psiuerr,psilerr,Author_string,Ephemeris_Url,normalized_lambdadeg,normalized_lambdauerr,normalized_lambdalerr,Albrecht2022_Excluded_Flag,BinaryMultiStarFlag,TIC,SOCatflag,Method,pl_orbper,pl_orbperuerr,pl_orbperlerr,pl_orbeccen,pl_orbeccenuerr,pl_orbeccenlerr,pl_orbsmax,pl_orbsmaxuerr,pl_orbsmaxlerr,pl_orbincl,pl_orbincluerr,pl_orbincllerr,pl_bmassj,pl_bmassjuerr,pl_bmassjlerr,pl_radj,pl_radjuerr,pl_radjlerr,pl_ratror,pl_ratroruerr,pl_ratrorlerr,pl_ratdor,pl_ratdoruerr,pl_ratdorlerr,pl_imppar,pl_impparuerr,pl_impparlerr,pl_trandur,pl_tranduruerr,pl_trandurlerr,st_mass,st_massuerr,st_masslerr,st_vsin,st_vsinuerr,st_vsinlerr,st_rad,st_raduerr,st_radlerr,st_met,st_metuerr,st_metlerr,st_logg,st_logguerr,st_logglerr,st_age,st_ageuerr,st_agelerr
WASP-033,7430,100,100,n,-111.28,0.47,0.48,-999.0,-999.0,-999.0,Watanabe_et_al._(2020)_2008_data,https://ui.adsabs.harvard.edu/abs/2020PASJ...72...19W,111.28,0.48,0.47,0,FN,TIC 129979528,n,DT,1.21987,1e-06,1e-06,0.0,,,0.0239,0.00063,0.00063,86.63,0.03,0.03,2.093,0.139,0.139,1.593,0.074,0.074,0.1118,0.0002,0.0002,3.571,0.01,0.01,0.21,0.002,0.002,2.8536,0.012,0.012,1.495,0.031,0.031,85.6,,,1.444,0.034,0.034,0.1,,,4.25,0.08,0.08,,,
WASP-035,6072,62,62,y,-5.0,11.0,11.0,-999.0,-999.0,-999.0,Zak_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2505.20516,5.0,11.0,11.0,0,,TIC 43647325,y,RM,3.16158,2e-06,2e-06,0.0,,,0.04317,0.00033,0.00033,87.96,0.28,0.28,0.71,0.1,0.1,1.3,0.07,0.07,0.1241,0.0008,0.0008,8.53,0.21,0.21,0.257,0.065,0.093,3.1425792,0.011049,0.011049,1.05,0.19,0.19,3.9,0.4,0.4,1.08,0.06,0.06,-0.15,,,4.4,0.01,0.01,5.0,1.2,1.2
WASP-038,6436,60,60,n,15.0,33.0,43.0,-999.0,-999.0,-999.0,Simpson_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011MNRAS.414.3023S,15.0,33.0,43.0,0,,TIC 318696424,n,RM,6.87188,1e-05,1e-05,0.03,0.0,0.0,0.07522,0.00074,0.00075,89.5,0.35,0.35,3.44,0.36,0.36,1.23,0.06,0.06,0.0796,0.0002,0.0002,12.11,0.27,0.27,0.35,0.02,0.02,4.807,0.007,0.007,1.76,0.28,0.28,7.5,0.1,0.2,1.52,0.07,0.07,-0.02,,,4.25,0.01,0.01,3.29,0.42,0.53
WASP-038,6436,60,60,y,7.5,4.7,6.1,-999.0,-999.0,-999.0,Brown_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...760..139B,7.5,4.7,6.1,0,,TIC 318696424,y,RM&DT,6.87188,1e-05,1e-05,0.03,0.0,0.0,0.07522,0.00074,0.00075,89.5,0.35,0.35,3.44,0.36,0.36,1.23,0.06,0.06,0.0796,0.0002,0.0002,12.11,0.27,0.27,0.35,0.02,0.02,4.807,0.007,0.007,1.76,0.28,0.28,7.5,0.1,0.2,1.52,0.07,0.07,-0.02,,,4.25,0.01,0.01,3.29,0.42,0.53
WASP-039,5485,50,50,y,0.0,11.0,11.0,-999.0,-999.0,-999.0,Mancini_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018A%26A...613A..41M,0.0,11.0,11.0,0,,TIC 181949561,y,RM,4.0552941,3.4e-06,3.4e-06,0.0,,,0.04828,0.00082,0.00082,87.32,0.17,0.17,0.281,0.032,0.032,1.279,0.04,0.04,0.1457,0.0015,0.0016,11.39,0.012,0.012,0.4498,0.0022,0.0022,2.8032,0.0192,0.0192,0.913,0.047,0.047,1.0,0.5,0.5,0.939,0.022,0.022,0.01,0.09,0.09,4.453,0.012,0.012,8.5,4.0,3.4
WASP-041,5546,33,33,n,29.0,10.0,14.0,-999.0,-999.0,-999.0,Neveu-VanMalle_et_al._(2016),https://ui.adsabs.harvard.edu/abs/2016A%26A...586A..93N,29.0,10.0,14.0,0,,TIC 398943781,y,RM,3.0524,1e-06,1e-06,0.0,,,0.04022,0.00044,0.00044,89.4,0.3,0.3,0.85,0.11,0.11,1.1,0.05,0.05,0.1365,0.0006,0.0006,9.96,0.42,0.42,0.1,0.06,0.06,2.6376,0.0048,0.0048,0.81,0.15,0.15,2.64,0.25,0.25,0.83,0.04,0.04,0.06,,,4.53,0.05,0.05,1.2,1.1,0.2
WASP-041,5546,33,33,y,6.0,11.0,11.0,-999.0,-999.0,-999.0,Southworth_et_al._(2016),https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.4205S,6.0,11.0,11.0,0,,TIC 398943781,n,SC,3.0524,1e-06,1e-06,0.0,,,0.04022,0.00044,0.00044,89.4,0.3,0.3,0.85,0.11,0.11,1.1,0.05,0.05,0.1365,0.0006,0.0006,9.96,0.42,0.42,0.1,0.06,0.06,2.6376,0.0048,0.0048,0.81,0.15,0.15,2.64,0.25,0.25,0.83,0.04,0.04,0.06,,,4.53,0.05,0.05,1.2,1.1,0.2
WASP-043,4240,30,20,y,3.5,6.8,6.8,0.0,20.0,0.0,Esposito_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017A%26A...601A..53E,3.5,6.8,6.8,0,,TIC 36734222,y,RM,0.813475,1e-06,1e-06,0.0,,,0.0142,0.0004,0.0004,82.6,1.3,0.9,1.78,0.1,0.1,0.93,0.07,0.09,0.1594,0.0004,0.0004,4.86,0.01,0.01,0.698,0.012,0.014,1.1592,0.0264,0.0264,0.58,0.05,0.05,4.0,0.4,,0.6,0.03,0.04,-0.05,0.17,0.17,4.65,0.06,0.04,7.0,7.0,7.0
WASP-044,5400,150,150,y,-18.0,20.0,26.0,-999.0,-999.0,-999.0,Zak_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2505.20516,18.0,26.0,20.0,0,,TIC 12862099,y,RM,2.423804,8e-06,8e-06,0.0,,,0.03453,0.00065,0.00065,86.21,0.68,0.64,0.87,0.063,0.062,1.1,0.081,0.076,0.1248,0.0023,0.0023,8.2,0.43,0.42,0.541,0.061,0.074,2.2368,0.048,0.0456,0.935,0.054,0.052,3.2,0.9,0.9,0.906,0.053,0.05,-0.003,0.1,0.1,4.494,0.044,0.044,10.3,2.7,5.0
WASP-045,5100,200,200,y,13.0,15.0,10.0,-999.0,-999.0,-999.0,Zak_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2505.20516,13.0,15.0,10.0,0,N,TIC 120610833,y,RM,3.126089,3e-06,3e-06,0.0,,,0.03963,0.00114,0.00112,85.02,0.2,0.22,0.964,0.058,0.056,0.946,0.058,0.051,0.1137,0.0029,0.0022,9.97,0.3,0.31,0.866,0.013,0.012,1.6824,0.0312,0.0312,0.85,0.076,0.07,2.3,0.7,0.7,0.855,0.039,0.038,-0.03,0.2,0.2,4.503,0.027,0.029,12.7,1.0,5.3
WASP-047b,5576,67,67,y,0.0,24.0,24.0,-999.0,-999.0,-999.0,Sanchis-Ojeda_et_al._(2015),https://ui.adsabs.harvard.edu/abs/2015ApJ...812L..11S,0.0,24.0,24.0,0,,TIC 102264230,y,RM,4.159151,4e-07,4e-07,0.0006,0.0005,0.0002,0.052,0.0006,0.0006,89.0,0.17,0.17,1.1767356,0.05348798,0.05034163,1.14729433,0.00892142,0.00892142,0.10193,0.00018,0.00018,9.7,0.04,0.04,0.173,0.032,0.032,3.5722,0.003,0.003,1.058,0.047,0.047,1.8,0.24,0.16,1.156,0.009,0.009,0.43,0.04,0.04,4.3437,0.0063,0.0063,6.5,2.6,1.2
WASP-047b,5576,67,67,n,-999.0,-999.0,-999.0,29.0,11.0,13.0,Bourrier_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A%26A...669A..63B,999.0,-999.0,-999.0,0,,TIC 102264230,n,RMR,4.159151,4e-07,4e-07,0.0006,0.0005,0.0002,0.052,0.0006,0.0006,89.0,0.17,0.17,1.1767356,0.05348798,0.05034163,1.14729433,0.00892142,0.00892142,0.10193,0.00018,0.00018,9.7,0.04,0.04,0.173,0.032,0.032,3.5722,0.003,0.003,1.058,0.047,0.047,1.8,0.24,0.16,1.156,0.009,0.009,0.43,0.04,0.04,4.3437,0.0063,0.0063,6.5,2.6,1.2
WASP-048,6000,150,150,y,-4.0,4.0,4.0,-999.0,-999.0,-999.0,Zak_et_al._(2025),https://ui.adsabs.harvard.edu/abs/2025A%26A...694A..91Z,4.0,4.0,4.0,0,,TIC 284475976,y,RM,2.14363,3e-06,3e-06,0.0,,,0.03444,0.00045,0.00045,80.09,0.62,0.62,0.8,0.23,0.23,1.5,0.2,0.2,0.09584,0.00077,0.00077,4.25,0.18,0.18,0.638,0.038,0.062,3.1539349,0.0154328,0.0154328,0.88,0.36,0.36,12.2,0.7,0.7,1.58,0.21,0.21,-0.12,,,4.03,0.03,0.03,7.9,2.0,1.6
WASP-049,5600,150,150,y,54.0,79.0,58.0,-999.0,-999.0,-999.0,Wyttenbach_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017A%26A...602A..36W,54.0,79.0,58.0,1,FNG,TIC 306362738,y,RM,2.78174,6e-06,6e-06,0.0,,,0.0379,0.001,0.0011,84.89,0.19,0.19,0.37,0.08,0.08,1.11,0.11,0.11,0.116,0.0007,0.0007,8.37,0.37,0.37,0.7704,0.0072,0.0077,2.14,0.01,0.01,0.92,0.3,0.3,0.9,0.3,0.3,0.97,0.09,0.09,-0.23,,,4.5,0.1,0.1,11.9,0.8,3.2
WASP-050,5518,42,42,y,-2.9,1.2,1.2,-999.0,-999.0,-999.0,Knudstrup_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,2.9,1.2,1.2,0,,TIC 382391899,y,RM,1.9551,5e-06,5e-06,0.009,0.011,0.006,0.0293,0.0013,0.0013,84.88,0.27,0.27,1.4688,0.092,0.092,1.166,0.043,0.043,0.139,0.0006,0.0006,7.51,0.1,0.1,0.669,0.018,0.007,1.8336,0.0264,0.0264,0.892,0.08,0.074,1.97,0.1,0.1,0.843,0.031,0.031,-0.12,0.08,0.08,4.54,0.02,0.02,7.0,3.5,3.5
WASP-052,5130,37,56,n,24.0,17.0,9.0,-999.0,-999.0,-999.0,H&eacute;brard_et_al._(2013),https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.134H,24.0,17.0,9.0,0,,TIC 427685831,n,RM,1.7497798,1.2e-06,1.2e-06,0.0,,,0.0272,0.0003,0.0003,85.35,0.2,0.2,0.46,0.02,0.02,1.27,0.03,0.03,0.1646,0.0012,0.0012,7.3801,0.1106,0.1073,0.6,0.02,0.02,1.8096,0.012,0.012,0.87,0.03,0.03,3.6,0.9,0.9,0.79,0.02,0.02,0.03,0.12,0.12,4.582,0.014,0.014,0.4,0.3,0.2
WASP-052,5130,37,56,n,3.8,8.4,8.4,20.0,50.0,50.0,Mancini_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017MNRAS.465..843M,3.8,8.4,8.4,0,,TIC 427685831,n,SC,1.7497798,1.2e-06,1.2e-06,0.0,,,0.0272,0.0003,0.0003,85.35,0.2,0.2,0.46,0.02,0.02,1.27,0.03,0.03,0.1646,0.0012,0.0012,7.3801,0.1106,0.1073,0.6,0.02,0.02,1.8096,0.012,0.012,0.87,0.03,0.03,3.6,0.9,0.9,0.79,0.02,0.02,0.03,0.12,0.12,4.582,0.014,0.014,0.4,0.3,0.2
WASP-052,5130,37,56,n,1.1,1.1,1.1,-999.0,-999.0,-999.0,Chen_et_al._(2020),https://ui.adsabs.harvard.edu/abs/2020A%26A...635A.171C,1.1,1.1,1.1,0,,TIC 427685831,n,RM,1.7497798,1.2e-06,1.2e-06,0.0,,,0.0272,0.0003,0.0003,85.35,0.2,0.2,0.46,0.02,0.02,1.27,0.03,0.03,0.1646,0.0012,0.0012,7.3801,0.1106,0.1073,0.6,0.02,0.02,1.8096,0.012,0.012,0.87,0.03,0.03,3.6,0.9,0.9,0.79,0.02,0.02,0.03,0.12,0.12,4.582,0.014,0.014,0.4,0.3,0.2
WASP-052,5130,37,56,y,0.6,0.93,0.94,-999.0,-999.0,-999.0,Cegla_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A%26A...674A.174C,0.6,0.93,0.94,0,,TIC 427685831,y,RRM,1.7497798,1.2e-06,1.2e-06,0.0,,,0.0272,0.0003,0.0003,85.35,0.2,0.2,0.46,0.02,0.02,1.27,0.03,0.03,0.1646,0.0012,0.0012,7.3801,0.1106,0.1073,0.6,0.02,0.02,1.8096,0.012,0.012,0.87,0.03,0.03,3.6,0.9,0.9,0.79,0.02,0.02,0.03,0.12,0.12,4.582,0.014,0.014,0.4,0.3,0.2
WASP-053,4950,60,60,y,-1.0,12.0,12.0,-999.0,-999.0,-999.0,Triaud_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.1714T,1.0,12.0,12.0,0,,TIC 268766053,y,RM,3.3098443,2e-06,2e-06,0.03,,,0.04101,0.00083,0.00091,87.08,0.16,0.15,2.132,0.092,0.094,1.074,0.037,0.037,0.1353,0.0013,0.0013,11.05,0.2,0.19,,,,2.2676536,0.0243205,0.0243205,0.839,0.054,0.054,0.86,0.21,0.21,0.798,0.023,0.023,0.22,0.11,0.11,4.553,0.019,0.02,,,
WASP-054,6296,40,40,y,12.0,10.0,10.0,-999.0,-999.0,-999.0,Zak_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2505.20516,12.0,10.0,10.0,0,NG,TIC 61098812,y,RM,3.69364,6e-06,6e-06,0.07,0.03,0.03,0.04988,0.00043,0.00045,84.97,0.61,0.61,0.59,0.14,0.14,1.58,0.17,0.17,0.0927,0.0011,0.0011,5.88,0.29,0.29,0.49,0.026,0.044,4.466185,0.0218202,0.0218202,1.08,0.38,0.38,4.0,0.8,0.8,1.76,0.19,0.19,-0.27,,,4.0,0.03,0.03,6.9,1.0,1.9
WASP-059,4650,150,150,y,-1.0,20.0,21.0,-999.0,-999.0,-999.0,Zak_et_al._(2025),https://ui.adsabs.harvard.edu/abs/2025A%26A...694A..91Z,1.0,21.0,20.0,0,SF,TIC 91051152,y,RM,7.919585,1e-05,1e-05,0.1,0.042,0.042,0.0697,0.0011,0.0011,89.27,0.52,0.52,0.863,0.045,0.045,0.775,0.068,0.068,0.13,0.006,0.006,24.39,1.926,1.663,0.29,0.18,0.18,2.448,0.048,0.048,0.719,0.035,0.035,2.3,1.2,1.2,0.613,0.044,0.044,-0.15,0.11,0.11,4.72,0.06,0.06,0.5,0.7,0.4
WASP-059,4650,150,150,n,16.0,18.0,16.0,-999.0,-999.0,-999.0,Knudstrup_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,16.0,18.0,16.0,0,SF,TIC 91051152,n,RM,7.919585,1e-05,1e-05,0.1,0.042,0.042,0.0697,0.0011,0.0011,89.27,0.52,0.52,0.863,0.045,0.045,0.775,0.068,0.068,0.13,0.006,0.006,24.39,1.926,1.663,0.29,0.18,0.18,2.448,0.048,0.048,0.719,0.035,0.035,2.3,1.2,1.2,0.613,0.044,0.044,-0.15,0.11,0.11,4.72,0.06,0.06,0.5,0.7,0.4
WASP-060,6105,50,50,y,-129.0,17.0,17.0,-999.0,-999.0,-999.0,Mancini_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018A%26A...613A..41M,129.0,17.0,17.0,0,,TIC 288246496,y,RM,4.305,6e-06,6e-06,0.0,,,0.05548,0.00046,0.00046,87.9,1.6,1.6,0.55,0.19,0.19,0.88,0.12,0.12,0.077,0.004,0.004,10.04,1.16,1.16,0.37,0.23,0.23,3.5311266,0.0681016,0.0681016,1.19,0.61,0.61,3.8,0.6,0.6,1.17,0.15,0.15,-0.04,,,4.2,0.1,0.1,1.7,0.6,0.5
WASP-061,6250,150,150,y,4.0,17.1,18.4,-999.0,-999.0,-999.0,Brown_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B,4.0,17.1,18.4,0,,TIC 13021029,y,RM&DT,3.8559,3e-06,3e-06,0.0,,,0.0521,0.0008,0.0008,89.35,0.56,0.56,2.68,0.84,0.84,1.41,0.22,0.22,0.0938,0.0005,0.0005,8.15,0.24,0.24,0.1,0.1,0.06,3.9504,0.0072,0.0072,1.82,0.85,0.85,10.3,0.5,0.5,1.55,0.24,0.24,-0.1,,,4.26,0.01,0.01,2.7,0.1,0.6
WASP-062,6230,80,80,y,19.4,5.1,4.9,-999.0,-999.0,-999.0,Brown_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B,19.4,5.1,4.9,0,,TIC 149603524,y,RM,4.41195,3e-06,3e-06,0.0,,,0.0571,0.0005,0.0005,88.3,0.75,0.75,0.52,0.08,0.08,1.32,0.08,0.08,0.1111,0.0001,0.0001,9.55,0.41,0.41,0.228,0.015,0.016,3.816,0.024,0.024,1.11,0.25,0.25,9.3,0.2,0.2,1.23,0.08,0.08,0.04,,,4.45,0.1,0.1,2.6,0.5,0.7
WASP-066,6600,150,150,y,-4.0,22.0,22.0,-999.0,-999.0,-999.0,Addison_et_al._(2016),https://ui.adsabs.harvard.edu/abs/2016ApJ...823...29A,4.0,22.0,22.0,0,,TIC 53735810,y,RM,4.08605,7e-06,7e-06,0.0,,,0.0546,0.0009,0.0009,85.9,0.9,0.9,2.35,0.98,0.98,1.4,0.28,0.28,0.0817,0.001,0.001,6.73,0.37,0.37,0.48,0.06,0.08,4.5024,0.0408,0.0408,1.33,0.83,0.83,11.8,0.4,0.4,1.76,0.35,0.35,-0.31,,,4.3,0.2,0.2,3.7,0.7,1.2
WASP-069,4870,28,49,y,0.4,2.0,1.9,-999.0,-999.0,-999.0,Casasayas-Barris_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017A%26A...608A.135C,0.4,2.0,1.9,0,,TIC 248853232,y,RM,3.86813881,1.3e-07,1.3e-07,0.0,,,0.0453,0.0008,0.0008,86.79,0.04,0.04,0.26,0.02,0.02,1.0,0.02,0.02,0.1336,0.0016,0.0016,12.17,0.07,0.07,0.686,0.023,0.023,2.1869,0.0053,0.0053,0.83,0.05,0.05,1.54,0.05,0.05,0.801,0.015,0.015,0.35,0.07,0.07,4.57,0.037,0.037,1.8,0.8,0.8
WASP-071,6180,52,52,n,20.1,9.7,9.7,-999.0,-999.0,-999.0,Smith_et_al._(2013),https://ui.adsabs.harvard.edu/abs/2013A%26A...552A.120S,20.1,9.7,9.7,0,,TIC 422655579,n,RM,2.90367,7e-06,7e-06,0.0,,,0.046,0.0006,0.0006,84.2,1.8,1.8,1.39,0.33,0.33,1.18,0.12,0.12,0.0646,0.0007,0.0006,4.3,0.27,0.27,0.19,0.13,0.11,5.0469369,0.032279,0.032279,0.76,0.27,0.27,7.8,0.3,0.3,1.82,0.19,0.19,0.15,,,3.9,0.05,0.05,3.0,1.0,1.0
WASP-071,6180,52,52,y,-1.9,7.1,7.5,-999.0,-999.0,-999.0,Brown_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B,1.9,7.5,7.1,0,,TIC 422655579,y,RM&DT,2.90367,7e-06,7e-06,0.0,,,0.046,0.0006,0.0006,84.2,1.8,1.8,1.39,0.33,0.33,1.18,0.12,0.12,0.0646,0.0007,0.0006,4.3,0.27,0.27,0.19,0.13,0.11,5.0469369,0.032279,0.032279,0.76,0.27,0.27,7.8,0.3,0.3,1.82,0.19,0.19,0.15,,,3.9,0.05,0.05,3.0,1.0,1.0
WASP-072,6250,100,100,y,-7.0,11.0,12.0,-999.0,-999.0,-999.0,Addison_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018AJ....156..197A,7.0,12.0,11.0,0,S,TIC 122612091,y,RM,2.21673,2e-06,2e-06,0.0,,,0.03711,0.00048,0.00051,86.8,2.55,2.55,2.3,0.7,0.7,1.29,0.18,0.18,0.0656,0.0007,0.0008,4.61,0.35,0.35,0.677,0.023,0.026,3.8789472,0.0321556,0.0321556,2.78,1.28,1.28,6.0,0.7,0.7,2.18,0.29,0.29,-0.06,,,4.09,0.05,0.05,3.2,0.6,0.6
WASP-074,5984,57,57,y,0.77,0.99,0.99,-999.0,-999.0,-999.0,Luque_et_al.(2020),https://ui.adsabs.harvard.edu/abs/2020A%26A...642A..50L,0.77,0.99,0.99,0,,TIC 244089109,y,RM,2.13775,1e-06,1e-06,0.0,,,0.03443,0.00036,0.00036,79.81,0.24,0.24,0.72,0.12,0.12,1.36,0.1,0.1,0.09034,0.00063,0.00063,4.86,0.2,0.2,0.86,0.006,0.006,2.292,0.0192,0.0192,0.98,0.24,0.24,6.03,0.19,0.19,1.42,0.1,0.1,0.39,,,4.39,0.07,0.07,3.49,0.65,0.65
WASP-076,6329,65,65,n,61.3,7.6,5.1,-999.0,-999.0,-999.0,Ehrenreich_et_al._(2020),https://ui.adsabs.harvard.edu/abs/2020Natur.580..597E,61.3,7.6,5.1,0,FN,TIC 293435336,n,RM&DT,1.80988198,6.4e-07,5.6e-07,0.0,,,0.033,0.0002,0.0002,89.623,0.005,0.034,0.894,0.014,0.013,1.854,0.077,0.076,0.10852,0.00096,0.00072,4.08,0.02,0.06,0.027,0.13,0.023,3.8,,,1.458,0.021,0.021,1.48,0.28,0.28,1.756,0.071,0.071,0.366,0.053,0.053,4.196,0.106,0.106,1.816,0.274,0.274
WASP-076,6329,65,65,y,-37.0,13.0,21.0,-999.0,-999.0,-999.0,Bourrier_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A%26A...691A.113B,37.0,21.0,13.0,0,FN,TIC 293435336,y,RMR,1.80988198,6.4e-07,5.6e-07,0.0,,,0.033,0.0002,0.0002,89.623,0.005,0.034,0.894,0.014,0.013,1.854,0.077,0.076,0.10852,0.00096,0.00072,4.08,0.02,0.06,0.027,0.13,0.023,3.8,,,1.458,0.021,0.021,1.48,0.28,0.28,1.756,0.071,0.071,0.366,0.053,0.053,4.196,0.106,0.106,1.816,0.274,0.274
WASP-077,5605,41,41,y,-8.0,19.0,18.0,-999.0,-999.0,-999.0,Zak_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A%26A...686A.147Z,8.0,18.0,19.0,0,SFNG,TIC 1129033,y,RM,1.360029395,5.7e-08,5.7e-08,0.01353,0.0006,0.0006,0.023233633,3.7e-08,3.7e-08,89.99,0.1,0.1,1.6654,0.00045,0.00045,1.21,0.02,0.02,0.117026,6.9e-05,6.9e-05,5.490086,9e-06,9e-06,0.06,0.07,0.05,2.1652751,0.0051234,0.0051234,0.903,0.066,0.059,4.0,0.2,0.2,0.91,0.025,0.023,-0.1,0.1,0.11,4.476,0.014,0.015,6.2,4.0,3.5
WASP-078,6100,150,150,y,-6.4,5.9,5.9,-999.0,-999.0,-999.0,Brown_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B,6.4,5.9,5.9,0,G,TIC 139528693,y,RM&DT,2.17518,5e-06,5e-06,0.0,,,0.03488,0.0007,0.00076,83.2,1.95,1.95,1.11,0.54,0.54,1.93,0.45,0.45,0.0852,0.0005,0.0005,3.54,0.21,0.21,0.51,0.05,0.05,4.968,0.024,0.024,1.87,1.36,1.36,7.1,0.5,0.5,2.46,0.58,0.58,-0.35,,,4.1,0.2,0.2,2.8,1.6,0.3
WASP-079,6760,88,71,y,-99.1,4.1,3.9,-999.0,-999.0,-999.0,Johnson_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017AJ....154..137J,99.1,3.9,4.1,0,,TIC 170634116,n,DT,3.662392,4e-06,4e-06,0.0,,,0.0519,0.0008,0.0008,86.1,0.2,0.2,0.85,0.08,0.08,1.53,0.04,0.04,0.1044,0.00048,0.00048,7.407,0.109,0.109,0.556,0.009,0.01,3.7669692,0.0089357,0.0089357,1.39,0.06,0.06,19.1,0.7,0.7,1.51,0.04,0.03,0.03,0.1,0.1,4.2,0.15,0.15,1.4,0.3,0.3
WASP-079,6760,88,71,n,-95.2,0.9,1.0,-999.0,-999.0,-999.0,Brown_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B,95.2,1.0,0.9,0,,TIC 170634116,y,RM,3.662392,4e-06,4e-06,0.0,,,0.0519,0.0008,0.0008,86.1,0.2,0.2,0.85,0.08,0.08,1.53,0.04,0.04,0.1044,0.00048,0.00048,7.407,0.109,0.109,0.556,0.009,0.01,3.7669692,0.0089357,0.0089357,1.39,0.06,0.06,19.1,0.7,0.7,1.51,0.04,0.03,0.03,0.1,0.1,4.2,0.15,0.15,1.4,0.3,0.3
WASP-079,6760,88,71,n,-106.0,19.0,13.0,-999.0,-999.0,-999.0,Addison_et_al._(2013),https://ui.adsabs.harvard.edu/abs/2013ApJ...774L...9A,106.0,13.0,19.0,0,,TIC 170634116,n,RM,3.662392,4e-06,4e-06,0.0,,,0.0519,0.0008,0.0008,86.1,0.2,0.2,0.85,0.08,0.08,1.53,0.04,0.04,0.1044,0.00048,0.00048,7.407,0.109,0.109,0.556,0.009,0.01,3.7669692,0.0089357,0.0089357,1.39,0.06,0.06,19.1,0.7,0.7,1.51,0.04,0.03,0.03,0.1,0.1,4.2,0.15,0.15,1.4,0.3,0.3
WASP-080,4145,100,100,n,0.0,20.0,20.0,-999.0,-999.0,-999.0,Triaud_et_al._(2013),https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..80T,0.0,20.0,20.0,0,F,TIC 243921117,n,RM,3.06785234,8.3e-07,7.9e-07,0.002,0.01,0.002,0.0344,0.001,0.0011,89.02,0.11,0.1,0.538,0.035,0.036,0.999,0.03,0.031,0.17137,0.00037,0.00039,12.63,0.08,0.13,0.215,0.02,0.022,2.131,0.0031,0.0034,0.577,0.051,0.054,1.27,0.14,0.17,0.586,0.017,0.018,-0.13,0.15,0.17,4.663,0.015,0.016,7.0,7.0,7.0
WASP-080,4145,100,100,y,-14.0,14.0,14.0,-999.0,-999.0,-999.0,Triaud_et_al._(2015),https://ui.adsabs.harvard.edu/abs/2015MNRAS.450.2279T,14.0,14.0,14.0,0,F,TIC 243921117,y,RM,3.06785234,8.3e-07,7.9e-07,0.002,0.01,0.002,0.0344,0.001,0.0011,89.02,0.11,0.1,0.538,0.035,0.036,0.999,0.03,0.031,0.17137,0.00037,0.00039,12.63,0.08,0.13,0.215,0.02,0.022,2.131,0.0031,0.0034,0.577,0.051,0.054,1.27,0.14,0.17,0.586,0.017,0.018,-0.13,0.15,0.17,4.663,0.015,0.016,7.0,7.0,7.0
WASP-084b,5280,80,80,y,-0.3,1.7,1.7,17.3,7.7,7.7,Anderson_et_al._(2015),https://ui.adsabs.harvard.edu/abs/2015ApJ...800L...9A,0.3,1.7,1.7,0,,TIC 350293646,y,RM,8.52349648,6e-07,6e-07,0.0,,,0.0778,0.0021,0.0021,88.292,0.045,0.042,0.692,0.058,0.058,0.956,0.024,0.024,0.12793,0.00058,0.00058,21.78,0.21,0.2,0.649,0.01,0.011,2.76,0.01,0.01,0.853,0.038,0.038,2.558,0.083,0.083,0.768,0.019,0.019,0.0,0.1,0.1,4.598,0.012,0.012,2.1,1.6,1.6
